Date,PM25,Ozone,Temperature,Humidity,Exposure,SimulatedInflammation
2024-12-06,4.6,0.031,-1.1,50.0,0.24661311568779903,0.4004319798052629
2024-12-07,6.0,0.031,0.1,42.0,0.26324293208263316,0.3946479106247428
2024-12-08,6.1,0.038,10.0,44.0,0.3413968168922558,0.39924858597029955
2024-12-09,9.0,0.022,8.1,83.0,0.41926871776581487,0.41703004928448817
2024-12-10,13.2,0.017,8.1,95.0,0.5190788013567599,0.44593004816937176
2024-12-11,5.3,0.024,8.9,81.0,0.3441123723422842,0.4597067690212383
2024-12-12,3.7,0.037,1.7,48.0,0.2603210393003652,0.4489701514094318
2024-12-13,6.8,0.017,-0.8,60.0,0.2565282253585441,0.43340115921821226
2024-12-14,7.9,0.025,0.4,56.0,0.31305462741676876,0.4260880971086929
2024-12-15,7.2,0.021,2.0,78.0,0.3384427558441436,0.4275190210374179
2024-12-16,6.9,0.012,5.3,93.0,0.33941498825613625,0.4308350864353354
2024-12-17,6.6,0.02,8.9,74.0,0.3377656293393869,0.433315393650891
2024-12-18,4.0,0.024,5.6,74.0,0.28520232715737326,0.4302629744191099
2024-12-19,4.8,0.02,4.5,62.0,0.25127753160860766,0.42030325301796323
2024-12-20,9.2,0.014,2.8,75.0,0.3467028957194193,0.41863361284324874
2024-12-21,4.2,0.036,0.6,49.0,0.26499009988645406,0.4177679122303907
2024-12-22,4.3,0.035,-3.3,51.0,0.25217391038396586,0.4088563140552024
2024-12-23,6.5,0.033,-4.1,61.0,0.3131655414445483,0.4065908442980784
2024-12-24,10.6,0.02,0.9,67.0,0.3788840276394593,0.4163419271274618
2024-12-25,18.3,0.024,3.7,71.0,0.5900560820032351,0.44846718361594895
2024-12-26,16.2,0.022,1.2,76.0,0.5362035899489335,0.48321102397427934
2024-12-27,15.6,0.029,4.2,71.0,0.5547560340925128,0.5055088557622381
2024-12-28,8.1,0.017,7.8,94.0,0.40151803134527425,0.5108086546276525
2024-12-29,4.4,0.037,15.0,83.0,0.4127296896017156,0.5049115616797105
2024-12-30,2.3,0.038,8.4,56.0,0.2792465553015945,0.49054634878830505
